RFID,nom,prenom,courriel,tel,adresse_postale,dateDeNaissance,idGrade,idRang,idDignite,idTitre,idGroupe
1730766420,Clerc,Bernadette,clerc_bernadette@gmail.com,8487116516,40792,2000-01-12,1,,,,8876413213
4969819740,Gay,Jules,gay_jules@bouygtel.fr,1794177579,39135,1966-10-24,1,,1.0,,8654757824
5602374446,Seguin,Bernard,seguin_bernard@noos.fr,8006405757,92996,1944-12-06,5,,2.0,3.0,2954742847
9330932074,Carre,Tristan,carre_tristan@ifrance.com,3981847348,99788,1981-12-25,1,,,3.0,7738358497
9598781933,Louis,Martine,louis_martine@gmail.com,0282062466,71180,1959-08-07,1,2.0,,2.0,7738358497
4148802594,Barbier,Jérôme,barbier_jérôme@free.fr,9364523418,48750,1962-06-06,1,,,,3392728242
5429168409,Mary,Maggie,mary_maggie@live.com,0436672530,45068,1991-05-05,6,2.0,,,9049066537
5943269370,Guibert,Jean,guibert_jean@ifrance.com,1661742547,48622,1947-08-23,4,,1.0,3.0,7459875960
8215056918,Langlois,Georges,langlois_georges@yahoo.fr,8532835152,81285,1957-11-09,1,1.0,,,5622045506
3206301467,Courtois,Aimée,courtois_aimée@gmail.com,7865342584,91282,1981-09-20,4,2.0,1.0,,9596329928
2279917624,Rousset,Thibault,rousset_thibault@wanadoo.fr,6281314462,69566,1944-01-30,1,,,,7919556033
4825810278,Ollivier,Étienne,ollivier_étienne@bouygtel.fr,8031634012,94608,1948-07-23,1,,2.0,,6793816076
1755156336,Marchal,Margot,marchal_margot@free.fr,8320184523,97107,1961-06-14,1,,,,8030289257
8529562697,Dufour,Émile,dufour_émile@noos.fr,9960230154,66822,1969-01-03,1,,,,8968339833
9439798204,Roux,Patricia,roux_patricia@tiscali.fr,7420689889,50085,1990-07-26,7,,3.0,3.0,4261260447
6458987244,Imbert,Marcelle,imbert_marcelle@dbmail.com,9800229542,93383,1982-06-21,1,,,,1231672681
3539548658,Collet,Honoré,collet_honoré@gmail.com,6594888831,36436,1965-02-16,1,,,,8894037471
7341635441,Cordier,Jérôme,cordier_jérôme@bouygtel.fr,0096110147,69754,1965-06-28,1,,,,4437557565
7994039399,Hamon,Frédéric,hamon_frédéric@yahoo.fr,8549287134,21532,1967-01-19,1,2.0,,,9049066537
8200260526,Torres,Édouard,torres_édouard@hotmail.fr,3034715898,62172,1968-05-18,1,,,2.0,5480431818
7750061297,Faure,Arnaude,faure_arnaude@tele2.fr,0627408706,58736,1987-02-20,4,2.0,1.0,1.0,9252043601
9278820728,Fernandez,Augustin,fernandez_augustin@tiscali.fr,0070646692,79899,1963-02-12,4,,,3.0,4131911466
3808261784,Lefèvre,Anaïs,lefèvre_anaïs@dbmail.com,5195951288,80043,1948-07-16,5,1.0,3.0,1.0,7738358497
4534882564,Fontaine,Laure,fontaine_laure@club-internet.fr,4638137904,45703,1959-04-26,1,,,2.0,3392728242
1405489741,Fabre,Noémi,fabre_noémi@noos.fr,4984039449,30551,1944-07-10,3,,,,2447515723
6339453678,Faure,Guillaume,faure_guillaume@gmail.com,5886778622,44781,1974-09-18,2,,,1.0,2954742847
8842261073,Dumont,Jérôme,dumont_jérôme@sfr.fr,9708561385,40287,1952-07-01,7,,3.0,3.0,5366105887
8319074054,Andre,Honoré,andre_honoré@noos.fr,1767798246,80843,1966-07-14,1,,,,1177570259
1799102653,Lemonnier,Paulette,lemonnier_paulette@orange.fr,0079878420,94185,1986-08-11,1,,,,7382270602
5856125773,Brunel,David,brunel_david@bouygtel.fr,2985988997,62195,2004-10-23,3,,,,8894037471
1858701071,Fournier,Élodie,fournier_élodie@sfr.fr,8575236903,52783,1945-02-07,1,,,,3462875358
1127960199,Delannoy,Emmanuel,delannoy_emmanuel@gmail.com,8584177856,82671,2007-02-14,1,,,,8894037471
7308957765,Guilbert,Patrick,guilbert_patrick@laposte.net,8032243944,62011,1969-06-11,1,,,,3498683433
4126558202,Leconte,Diane,leconte_diane@noos.fr,4274194153,49579,1987-04-24,4,,1.0,,1231672681
4726842861,Richard,Agnès,richard_agnès@sfr.fr,7504010152,94677,1977-05-07,1,,,,2740300555
5740299603,Marty,Susan,marty_susan@club-internet.fr,2623996513,31205,1997-04-26,1,,,,3038314745
9225948438,Jacques,Sébastien,jacques_sébastien@tele2.fr,9283400861,59038,1999-07-07,1,,,,1177570259
7429607599,Carpentier,François,carpentier_françois@laposte.net,2151043115,47675,1970-02-22,2,,,,8659756853
5713198394,Lacroix,Benoît,lacroix_benoît@ifrance.com,7866857684,55680,1984-10-22,1,,,3.0,2447515723
7689888518,Hamon,Anouk,hamon_anouk@club-internet.fr,9286753206,75268,2006-11-22,7,,2.0,,8965668535
5566138154,Rousset,Aurélie,rousset_aurélie@tele2.fr,7406755730,57791,1950-04-16,2,,3.0,,1177570259
5888366522,Perrin,Susan,perrin_susan@orange.fr,2086549080,11320,1956-07-22,4,,,2.0,1214418842
1319722542,Bernier,Emmanuelle,bernier_emmanuelle@ifrance.com,8704339632,79726,1983-01-23,1,,,,2954742847
2261758190,Maillard,Eugène,maillard_eugène@voila.fr,6980705165,94217,1995-07-14,1,,,,6050453215
5316374947,Lemoine,Victor,lemoine_victor@noos.fr,7921976396,44190,2006-11-21,1,,,,6793816076
6037147052,Boucher,Tristan,boucher_tristan@orange.fr,0307551465,74849,2006-11-16,7,2.0,3.0,2.0,7919556033
2070793105,Mace,Adèle,mace_adèle@tele2.fr,6157498524,37924,1968-08-01,2,,,,5664845352
4537760079,Hamel,Jules,hamel_jules@voila.fr,6813638525,32068,1950-10-28,1,,,,8970764836
3739201610,Gay,Gilles,gay_gilles@sfr.fr,0879239628,59785,1995-02-18,1,1.0,,,4551123954
6991279919,Lagarde,Gabrielle,lagarde_gabrielle@club-internet.fr,8147701158,63284,1948-06-08,1,,,,8968339833
7500108715,Neveu,Philippe,neveu_philippe@tiscali.fr,1480112548,54685,1974-12-21,5,,1.0,3.0,9596329928
1355336820,Olivier,Suzanne,olivier_suzanne@free.fr,7294007328,57191,1990-01-11,5,1.0,2.0,1.0,3487627735
5434339027,Guyon,Olivie,guyon_olivie@laposte.net,2776012741,94887,1992-10-09,2,,,,9049066537
8534702053,Ramos,Michèle,ramos_michèle@ifrance.com,8247273277,33634,1963-06-30,3,,,,9483825704
3074493310,Chartier,Martine,chartier_martine@yahoo.fr,3435275696,93707,1958-02-02,7,1.0,,2.0,2829168963
7031838103,Besson,Denis,besson_denis@ifrance.com,9057087831,70340,1967-07-26,1,,,,5622045506
3702958139,Maurice,Margaud,maurice_margaud@live.com,0189920259,65138,1938-05-07,1,,,,9596329928
3027752352,Godard,Jules,godard_jules@gmail.com,4051607247,64677,1970-03-28,1,,3.0,3.0,5480431818
3887182455,Barbe,Gabriel,barbe_gabriel@sfr.fr,2054253659,61628,1978-03-02,1,,,,1231672681
8288617622,Louis,Zacharie,louis_zacharie@gmail.com,3910864458,88234,1999-12-18,1,,,,7738358497
9956202580,Mace,Marguerite,mace_marguerite@sfr.fr,6167366717,85337,1996-11-28,1,,,,7970714119
3805438875,Mendès,René,mendès_rené@wanadoo.fr,9546358179,48668,1977-01-06,1,,3.0,,2954742847
3543051525,Renard,Bernard,renard_bernard@orange.fr,5996191019,92727,2004-07-21,1,,,,3794479229
4901594722,Maury,Joséphine,maury_joséphine@free.fr,8887011505,22920,1939-05-15,1,,,,7935233743
7917120291,Hamel,Marguerite,hamel_marguerite@gmail.com,7434925256,37394,1940-08-15,1,,,,8965668535
6328046634,Durand,Diane,durand_diane@voila.fr,0621091405,21799,2004-01-29,1,,,,3431295653
7419025895,Jacob,Jacqueline,jacob_jacqueline@sfr.fr,3478447481,74418,2002-01-11,4,2.0,1.0,2.0,8894037471
2820397679,Munoz,Adélaïde,munoz_adélaïde@club-internet.fr,3700539566,68738,1992-08-15,4,1.0,1.0,3.0,8654757824
5077231003,Hubert,Olivie,hubert_olivie@hotmail.fr,5369156415,41386,1989-06-21,7,,1.0,,8283391142
9818531771,Charpentier,Odette,charpentier_odette@wanadoo.fr,8316415637,16759,2000-11-06,1,2.0,,,7459875960
1298162171,Lacroix,Michèle,lacroix_michèle@voila.fr,1192184480,15954,1996-12-12,2,,,,4261260447
4288209748,Berger,Inès,berger_inès@sfr.fr,1988051706,37477,1955-03-23,4,1.0,,,7935233743
3379426125,Blot,Monique,blot_monique@orange.fr,0963053690,23872,1973-11-02,1,,,,3794479229
7718673861,Peltier,Bernard,peltier_bernard@orange.fr,5065191276,64612,1979-05-19,1,,,,4946804105
8685934329,Letellier,Alexandrie,letellier_alexandrie@tele2.fr,4521349490,26069,1941-07-09,2,,,,3431295653
4557105842,Simon,Manon,simon_manon@laposte.net,0790809780,40323,1955-01-28,2,,,,2548185245
1980364791,Marin,Valentine,marin_valentine@club-internet.fr,8498614474,13439,1971-10-11,1,,,,8030289257
9194208061,Sanchez,Alix,sanchez_alix@free.fr,9707219325,75176,1952-11-07,1,,,,2945965350
9597038793,Rousset,Laetitia,rousset_laetitia@dbmail.com,2532722267,85136,2006-11-18,1,,,,7919556033
7565538047,Deschamps,Cécile,deschamps_cécile@tele2.fr,7652764210,61716,1994-08-14,4,2.0,,1.0,3498683433
4943518727,Couturier,Jacqueline,couturier_jacqueline@tele2.fr,2754027027,22843,1935-08-29,3,,,,6050453215
3290596210,Boutin,Louis,boutin_louis@club-internet.fr,3134569107,85983,1969-05-25,7,2.0,3.0,1.0,4131911466
9050017056,Navarro,Michelle,navarro_michelle@voila.fr,2331439681,38496,1998-03-26,3,,,,8283391142
9116034396,Becker,Maurice,becker_maurice@wanadoo.fr,2225226905,84256,1986-09-22,4,2.0,,3.0,4261260447
8846164466,Pages,Xavier,pages_xavier@free.fr,5922687731,99359,1972-08-12,1,,,,8659756853
5008614297,Simon,Agnès,simon_agnès@free.fr,3334411924,35625,1946-10-13,1,,,,2447515723
3386753546,Blin,Gérard,blin_gérard@ifrance.com,6979998102,72847,1940-07-09,1,,,,8876413213
3298176086,Germain,Alexandrie,germain_alexandrie@hotmail.fr,8666931436,70873,1966-04-09,3,1.0,,,8894037471
6240678508,Bonnin,Michel,bonnin_michel@live.com,0953165177,27668,1935-12-30,4,,2.0,,5664845352
4972275387,Leduc,Claude,leduc_claude@dbmail.com,6276283734,53877,1956-06-03,1,,1.0,1.0,8965668535
1738276421,Bazin,Astrid,bazin_astrid@wanadoo.fr,3149062172,99778,1942-07-18,1,,,,8968339833
2897857334,Rey,Amélie,rey_amélie@yahoo.fr,7038811414,85116,1955-12-16,1,,,,8965668535
3024568160,Texier,Diane,texier_diane@yahoo.fr,3156134908,40385,1997-05-17,1,1.0,,,7713134262
4163036768,Da Silva,Susan,da silva_susan@tiscali.fr,8460205842,22868,2005-12-21,5,2.0,,1.0,3431295653
9706179892,Bourdon,Honoré,bourdon_honoré@hotmail.fr,0190452292,94089,1942-09-09,1,2.0,,,2587949349
2462070711,Briand,Hugues,briand_hugues@club-internet.fr,1997045603,14050,1959-09-03,4,,1.0,2.0,3538927591
4754512252,Pires,Chantal,pires_chantal@free.fr,7634361493,67109,1990-10-12,1,,,2.0,1231672681
8914179584,Poirier,Isaac,poirier_isaac@live.com,6866980457,73516,1991-10-21,3,,,,2740300555
1711785231,Benoit,Christophe,benoit_christophe@dbmail.com,4690378405,23087,1995-01-04,1,,,,2587949349
9617664955,Bouvier,Benjamin,bouvier_benjamin@club-internet.fr,4597201927,41609,2002-12-30,1,2.0,,,4437557565
8015134627,Humbert,Zacharie,humbert_zacharie@bouygtel.fr,6446540020,34371,1940-09-04,2,,,,2369643785
7026336724,Peron,Anne,peron_anne@noos.fr,4411045995,25832,1996-02-06,2,,,,4215140589
9998670641,Dupuis,Victoire,dupuis_victoire@free.fr,2080250392,94436,1992-01-19,1,2.0,,,2369643785
9585914634,Martineau,Vincent,martineau_vincent@tiscali.fr,1765826812,78125,1960-07-27,5,1.0,3.0,,2829168963
7488341352,Bonneau,Arthur,bonneau_arthur@gmail.com,8356764653,12209,1984-08-20,1,2.0,,,5366105887
6492130472,Albert,Patricia,albert_patricia@tiscali.fr,9977729320,66771,1994-10-26,3,,,,2369643785
8607734411,Bègue,Antoinette,bègue_antoinette@tiscali.fr,2278952417,90184,2005-10-21,2,,,1.0,9596329928
7144365732,Couturier,Aimée,couturier_aimée@yahoo.fr,1578123213,25444,1950-11-17,1,,,,8965668535
6777121474,Michaud,Gilles,michaud_gilles@voila.fr,4529205614,96681,1959-08-17,1,,,,2945965350
6548572703,Picard,Denis,picard_denis@gmail.com,5498391578,89379,2004-06-23,1,,,,2447515723
7564525399,Gaudin,Michèle,gaudin_michèle@laposte.net,2068545418,86635,1939-01-16,3,2.0,3.0,,5735019659
9659563186,Le Roux,Alfred,le roux_alfred@hotmail.fr,8511094388,45350,1949-12-10,1,,,,4946804105
9973115692,Pons,Jean,pons_jean@hotmail.fr,7447740267,65076,1985-03-22,1,2.0,,,6050453215
9981610459,Dos Santos,Alexandrie,dos santos_alexandrie@orange.fr,7633606559,73979,1944-09-18,1,,,,5664845352
3489319487,Pinto,Nathalie,pinto_nathalie@tele2.fr,5937292079,27105,1980-11-07,7,,2.0,2.0,8968339833
9557699000,Le Goff,Théodore,le goff_théodore@live.com,4124238128,14891,1991-05-16,2,,3.0,,7459875960
5547188385,Gallet,Alfred,gallet_alfred@hotmail.fr,9204059906,89114,2006-07-07,5,,2.0,,2020403668
2514288098,De Oliveira,Nicole,de oliveira_nicole@ifrance.com,2198285355,77601,1995-07-18,7,2.0,1.0,,9049066537
4320377183,Perret,Gilbert,perret_gilbert@bouygtel.fr,1542461606,22481,1945-04-20,1,,3.0,,3538927591
1085743934,Diallo,Camille,diallo_camille@noos.fr,4526834778,15351,1982-11-20,4,,,2.0,4261260447
2496147890,Henry,Marc,henry_marc@voila.fr,2263587460,41160,1935-08-04,4,2.0,3.0,1.0,8894037471
8119422994,Faivre,André,faivre_andré@laposte.net,4701465067,32426,1972-11-16,1,,,,3794479229
5033713467,Dupuis,Noël,dupuis_noël@free.fr,7449209238,34430,1950-07-05,1,,,,2945965350
2666162067,Lacombe,Josette,lacombe_josette@tiscali.fr,7939237767,11648,1974-12-18,1,2.0,,,8970764836
1777343494,Berger,Joséphine,berger_joséphine@ifrance.com,8829310666,89635,1939-06-07,3,2.0,,,3462875358
6633913669,Camus,Philippe,camus_philippe@free.fr,5525475096,15756,1945-06-20,1,,,,4215140589
1328367638,Pages,Jeannine,pages_jeannine@sfr.fr,5234153529,62868,1961-09-24,2,,,,4131911466
1797534066,Maurice,Chantal,maurice_chantal@wanadoo.fr,7560950026,21218,1950-10-15,3,,,,8654757824
2882902287,Joubert,Emmanuelle,joubert_emmanuelle@wanadoo.fr,7149597848,13413,1957-01-14,7,2.0,1.0,2.0,2020403668
3323503861,Alves,Marthe,alves_marthe@gmail.com,2979228112,82388,1958-12-06,1,1.0,,,7738358497
5692190609,Marty,Michel,marty_michel@tele2.fr,2472367312,12639,2006-06-04,1,,,,2587949349
7955620593,Gaudin,Anouk,gaudin_anouk@noos.fr,2209527994,55354,1974-10-12,7,,,,6793816076
1195537002,Grondin,Dorothée,grondin_dorothée@sfr.fr,1154677522,74871,1936-05-21,1,,,,1214418842
6658264192,Raynaud,Corinne,raynaud_corinne@dbmail.com,6176041375,65976,1942-10-12,1,,,,2548185245
9975798175,Guérin,Anne,guérin_anne@live.com,8139522787,85867,1978-07-04,5,,,1.0,2369643785
7628226583,Gosselin,François,gosselin_françois@sfr.fr,9905107462,62594,1938-01-05,2,,,,8968339833
2628266646,Joubert,Manon,joubert_manon@ifrance.com,4926042186,80645,1962-11-23,1,2.0,,,2945965350
4616409153,Thierry,Alphonse,thierry_alphonse@bouygtel.fr,1808051074,53716,1941-03-18,4,2.0,1.0,,2447515723
1225714573,Faivre,Margaret,faivre_margaret@orange.fr,4431134142,47545,2004-08-19,3,2.0,3.0,,3706917257
4558952037,Louis,Martine,louis_martine@hotmail.fr,0266456468,25048,1940-04-11,1,2.0,,,8965668535
1088955403,Poirier,Bertrand,poirier_bertrand@voila.fr,1124246152,89825,1953-05-28,7,2.0,,,5664845352
1389631497,Fontaine,Adrien,fontaine_adrien@sfr.fr,7863027428,34625,1992-11-26,1,,,,7999060766
7346338711,Germain,Christine,germain_christine@laposte.net,9357327681,39713,1977-10-20,1,,3.0,,8894037471
4803656232,Durand,Camille,durand_camille@voila.fr,7223726851,15750,1962-01-21,7,2.0,,2.0,4131911466
6759987296,Monnier,Léon,monnier_léon@ifrance.com,8338780716,17954,1948-09-13,1,,,,3462875358
4400707065,Godard,Christophe,godard_christophe@yahoo.fr,6361927334,32988,1964-07-27,1,,,,6723047732
3830241802,Morel,Gabrielle,morel_gabrielle@gmail.com,5783488495,58245,2001-07-07,1,,,,3431295653
5353037692,Perez,Bernard,perez_bernard@live.com,8370091595,35441,1954-12-25,4,2.0,3.0,1.0,6723047732
2859919288,Legrand,Agnès,legrand_agnès@ifrance.com,0043782746,55106,1969-06-13,2,,,,7919556033
2355336606,Dubois,Philippe,dubois_philippe@hotmail.fr,0617059747,87012,1996-11-19,4,1.0,2.0,2.0,8970764836
6788541478,Seguin,Roger,seguin_roger@orange.fr,3640502313,43903,1974-06-02,2,,,,2369643785
2377588414,Delmas,Anouk,delmas_anouk@free.fr,3522229195,85864,1977-03-26,3,,,,8968339833
4825182569,Martineau,Daniel,martineau_daniel@tiscali.fr,5309301554,92022,1958-07-30,1,,,3.0,8283391142
3545351139,Coulon,Stéphanie,coulon_stéphanie@ifrance.com,8397300079,15462,1991-11-30,3,,,,4215140589
4174671065,Baudry,Marguerite,baudry_marguerite@tele2.fr,6695215825,43617,1971-12-05,1,,,,8876413213
4857198543,Teixeira,Michèle,teixeira_michèle@tele2.fr,9903008480,64040,1979-03-24,7,,3.0,,2954742847
8673570876,Bernier,Diane,bernier_diane@ifrance.com,3719536259,35592,1969-05-30,7,2.0,1.0,,6723047732
1997344146,Benoit,Théodore,benoit_théodore@hotmail.fr,0103026419,16775,1946-11-01,5,2.0,,2.0,2548185245
4943142715,Jacques,Laurence,jacques_laurence@yahoo.fr,8672956782,55635,1986-08-24,1,,,,8030289257
4394034766,Diaz,Audrey,diaz_audrey@tiscali.fr,8498438270,92054,1947-11-17,3,,,,5622045506
2092275904,Hoarau,Marine,hoarau_marine@yahoo.fr,1115772509,95004,1947-09-30,3,,,,2587949349
8940611220,Roger,Charlotte,roger_charlotte@live.com,9195959095,38407,1952-01-15,1,,,,7935233743
4491057825,Ollivier,Josette,ollivier_josette@ifrance.com,7707821553,43396,1972-04-24,2,,,,6723047732
8954465897,Bailly,Danielle,bailly_danielle@hotmail.fr,7413166553,36089,1984-01-11,1,,,2.0,5664845352
7398663668,Blanchet,Patrick,blanchet_patrick@club-internet.fr,5171997092,16046,1995-10-16,1,,,,3487627735
2291183499,Vasseur,Stéphane,vasseur_stéphane@orange.fr,5881018738,68357,1946-10-09,5,2.0,3.0,2.0,3392728242
4151490653,Imbert,Monique,imbert_monique@laposte.net,0178075530,24866,1990-08-18,2,,,,4946804105
6692102549,Ollivier,Michèle,ollivier_michèle@laposte.net,9426321512,78473,1974-09-24,7,1.0,1.0,,6050453215
6470885354,Didier,Colette,didier_colette@wanadoo.fr,4246019991,99198,1996-02-26,1,,,,3392728242
5992141516,Daniel,Zacharie,daniel_zacharie@gmail.com,2500202059,78943,1981-07-30,1,,,,7999060766
3953774660,Boulay,Zoé,boulay_zoé@club-internet.fr,3738764063,98645,2001-05-26,1,,,,9596329928
1452577094,Joseph,Brigitte,joseph_brigitte@ifrance.com,0816467959,55238,1942-04-05,2,1.0,,,2447515723
9184723018,Pascal,Christophe,pascal_christophe@sfr.fr,1696437736,67906,1965-07-19,1,,2.0,,2945965350
2247343849,Laine,Charles,laine_charles@wanadoo.fr,5286984044,64065,1962-05-24,7,,1.0,3.0,3392728242
5198413324,Techer,Lucas,techer_lucas@bouygtel.fr,4843281570,97087,2004-09-25,1,,,,8358901571
1151086726,Pires,Nicolas,pires_nicolas@free.fr,3176657920,27486,1978-10-29,1,,,2.0,7935233743
4288783034,Alves,Bertrand,alves_bertrand@hotmail.fr,0608536834,23677,1991-11-17,2,,,,2587949349
6402290755,Bailly,Lucy,bailly_lucy@bouygtel.fr,4318208026,10232,1952-05-06,1,,,,2020403668
7788897212,Dos Santos,Thibault,dos santos_thibault@dbmail.com,1554875095,69742,1950-07-30,5,1.0,3.0,,6774919538
9609454046,Pruvost,Mathilde,pruvost_mathilde@ifrance.com,9814337937,79390,1981-11-21,5,1.0,2.0,1.0,8236279818
8928172943,Dumas,Valentine,dumas_valentine@hotmail.fr,3174391884,58515,1975-12-06,1,,,,5622045506
3179778895,Benard,Laetitia,benard_laetitia@orange.fr,3941963007,66861,1987-05-28,1,,,,7713134262
3937799324,Samson,Virginie,samson_virginie@orange.fr,3714020886,18531,2001-12-12,4,2.0,2.0,,3322968243
7593631215,Fernandes,Bertrand,fernandes_bertrand@noos.fr,0120437705,22927,1998-04-22,3,,,,8965668535
5653729546,Hamon,Anastasie,hamon_anastasie@live.com,6177436827,34286,1968-01-27,1,,,,8030289257
1783529398,Andre,Gabriel,andre_gabriel@free.fr,4817325743,11477,2003-03-14,1,1.0,,2.0,8654757824
2196021754,Paris,Marc,paris_marc@tiscali.fr,8922193950,90628,1937-03-04,7,,,1.0,6050453215
9366244219,Verdier,Édouard,verdier_édouard@yahoo.fr,6083478447,49415,1935-07-31,3,,,,3487627735
8236183732,Michel,Anouk,michel_anouk@free.fr,4033232945,42780,2002-02-19,7,1.0,2.0,2.0,2945965350
9439151276,Collet,Juliette,collet_juliette@orange.fr,4611078553,40330,2000-09-17,1,,,,9049066537
4176327691,Gilles,Gilbert,gilles_gilbert@bouygtel.fr,1199010395,57151,1967-09-19,1,,,,8968339833
9435485764,Fernandez,Véronique,fernandez_véronique@tele2.fr,8228281334,56940,1982-01-16,1,,,2.0,2447515723
2627271177,Gauthier,Henri,gauthier_henri@bouygtel.fr,4536099790,23931,1950-07-05,1,,,,7999060766
1817303035,Fischer,Jeanne,fischer_jeanne@yahoo.fr,7745713110,59449,1982-03-18,3,,,,4437557565
2366014004,Perrier,Alexandre,perrier_alexandre@gmail.com,4625966563,93931,1940-09-11,4,1.0,,2.0,9252043601
8293669966,Cousin,Catherine,cousin_catherine@free.fr,0191190146,34629,1983-01-29,3,,3.0,,9483825704
7061044145,Turpin,Andrée,turpin_andrée@free.fr,1713808489,14173,1968-11-13,1,2.0,,,5877273185
5197993755,Charrier,Raymond,charrier_raymond@yahoo.fr,5578159007,11650,1995-12-09,1,,,,3038314745
9009447834,Vaillant,Eugène,vaillant_eugène@sfr.fr,3988706822,30336,1969-02-25,6,2.0,2.0,3.0,8054020172
2359122426,Bouchet,Anouk,bouchet_anouk@voila.fr,1166975669,69979,1950-07-17,4,2.0,1.0,2.0,8236279818
8756352514,Bazin,Alix,bazin_alix@ifrance.com,4380209981,74110,1939-01-18,1,,2.0,3.0,2740300555
9971238685,Tanguy,Jérôme,tanguy_jérôme@ifrance.com,8426459058,55090,1978-03-18,7,1.0,,1.0,3431295653
7653676447,Guérin,Josette,guérin_josette@tele2.fr,1839461934,34168,1991-03-30,1,,,,7713134262
5413661532,Gaillard,Audrey,gaillard_audrey@tele2.fr,0956230515,92023,2001-03-03,7,1.0,,1.0,2954742847
3455843518,Costa,Suzanne,costa_suzanne@orange.fr,1916054696,73888,1936-04-16,1,,1.0,,8236279818
6448029192,Masson,Jeanne,masson_jeanne@noos.fr,5609583376,17349,1963-02-07,1,,,,2587949349
9331720258,Godard,Colette,godard_colette@ifrance.com,9594435555,18527,1977-12-16,1,,,,4526121248
2756568787,Dos Santos,Agnès,dos santos_agnès@voila.fr,9978469652,26891,1957-01-01,3,,,2.0,4946804105
6406760627,Texier,Colette,texier_colette@bouygtel.fr,6137791768,53881,1956-07-22,2,,,,8236279818
8436879051,Rodrigues,Robert,rodrigues_robert@sfr.fr,5967125570,25378,1967-11-26,2,,,,6793816076
7100834996,Da Silva,Catherine,da silva_catherine@club-internet.fr,3282302164,24109,1997-01-11,7,1.0,1.0,,7459875960
7440171786,Breton,Élodie,breton_élodie@hotmail.fr,0488557196,64322,1958-09-04,5,2.0,1.0,1.0,6774919538
7088958629,Brunel,Noël,brunel_noël@club-internet.fr,0059439137,67867,1988-02-28,1,,,,3462875358
5960168484,Boyer,Alexandre,boyer_alexandre@orange.fr,6890652962,36832,1980-11-25,3,,,,7970714119
9111924855,Ferreira,Adèle,ferreira_adèle@bouygtel.fr,4886784143,57044,1935-09-21,1,,,,9252043601
2004494541,Lebon,Amélie,lebon_amélie@dbmail.com,9596000375,32222,1990-12-14,3,,,,7713134262
3064273664,Dufour,Benoît,dufour_benoît@wanadoo.fr,0169334884,53705,1997-09-02,4,1.0,3.0,,1231672681
1841946322,Da Silva,Xavier,da silva_xavier@tiscali.fr,1158257713,26575,1959-07-02,4,,3.0,2.0,8054020172
2582479635,Godard,Antoine,godard_antoine@bouygtel.fr,3353820476,92220,1971-08-06,5,2.0,,,3794479229
8242373274,Couturier,Isabelle,couturier_isabelle@laposte.net,4855277241,58163,1945-09-09,5,,,,9483825704
3697286220,Daniel,Bernard,daniel_bernard@voila.fr,5796647289,81935,1998-10-30,2,,,,3038314745
7372733117,Léger,Jean,léger_jean@tele2.fr,3551236819,10071,1943-04-04,1,,,,2829168963
8399727407,Vidal,Agnès,vidal_agnès@free.fr,9671686762,12792,1967-03-23,1,,,,4551123954
5583350658,De Oliveira,Hugues,de oliveira_hugues@laposte.net,4138011704,62780,1965-09-29,1,,,,1083144912
9730089456,Lefort,David,lefort_david@orange.fr,0448207017,65579,1980-06-23,1,,,,6723047732
1467935329,Gillet,Élisabeth,gillet_élisabeth@bouygtel.fr,6586301614,19228,1979-02-19,1,,,,2740300555
6715456375,Perrier,Anouk,perrier_anouk@yahoo.fr,9891962808,88691,1964-03-20,1,,,,8236279818
9718785101,Giraud,Margot,giraud_margot@sfr.fr,1273041596,25541,1941-12-17,7,,,2.0,9252043601
6707727486,Payet,Guy,payet_guy@voila.fr,5714943649,61189,1989-02-15,1,,,,4946804105
3579133246,Maury,Léon,maury_léon@bouygtel.fr,6117151112,65434,1998-05-16,1,,,,7459875960
7270690864,Dupré,Anaïs,dupré_anaïs@orange.fr,1887751767,19648,1941-11-23,1,,,,3030842343
3618494659,Faivre,Noémi,faivre_noémi@tiscali.fr,1032318536,79576,1973-11-14,2,,,,7713134262
9552128801,Le Goff,Julien,le goff_julien@orange.fr,4935816268,16541,1943-06-11,1,,1.0,,4131911466
3913106540,Léger,Paul,léger_paul@laposte.net,0534496869,72796,1960-04-11,1,,,,9072452886
9383453986,Lacombe,Daniel,lacombe_daniel@live.com,1964063140,19673,1944-04-02,3,,,,4131911466
5127020375,Alves,Julie,alves_julie@hotmail.fr,7027041175,13701,1999-11-21,2,,,,2945965350
6771209095,Raymond,Nicolas,raymond_nicolas@voila.fr,7334621546,30481,1987-05-17,1,1.0,,,8894037471
7917392832,Thierry,Isabelle,thierry_isabelle@orange.fr,6669033377,14747,1990-12-29,1,,,,6793816076
9594508604,Jourdan,Sabine,jourdan_sabine@wanadoo.fr,7325971401,90113,1999-01-13,1,,3.0,,3322968243
1270099500,Lemoine,Christelle,lemoine_christelle@dbmail.com,2436671509,63973,1959-09-26,1,,,,7738358497
7488189972,Bonnet,Susanne,bonnet_susanne@wanadoo.fr,2896598063,50316,1953-10-23,1,,,,7970714119
2439335241,Gilles,Émile,gilles_émile@laposte.net,7899718108,88129,1966-08-28,1,,,,4526121248
5961423683,Vallée,William,vallée_william@noos.fr,6865747250,42780,1947-04-09,6,,2.0,3.0,1291576549
9543492144,Pascal,Agathe,pascal_agathe@yahoo.fr,8267358108,77702,2002-07-19,1,,,,8054020172
